episodio,recompensa
1873,-89.0
1874,-85.0
1875,-176.0
1876,-200.0
1877,-200.0
1878,-184.0
1879,-145.0
1880,-200.0
1881,-121.0
1882,-200.0
1883,-147.0
1884,-200.0
1885,-149.0
1886,-200.0
1887,-169.0
1888,-122.0
1889,-154.0
1890,-188.0
1891,-133.0
1892,-114.0
1893,-115.0
1894,-113.0
1895,-127.0
1896,-110.0
1897,-177.0
1898,-200.0
1899,-113.0
1900,-137.0
1901,-111.0
1902,-118.0
1903,-120.0
1904,-87.0
1905,-154.0
1906,-109.0
1907,-123.0
1908,-198.0
1909,-107.0
1910,-112.0
1911,-87.0
1912,-121.0
1913,-142.0
1914,-158.0
1915,-113.0
1916,-121.0
1917,-179.0
1918,-116.0
1919,-200.0
1920,-123.0
1921,-200.0
1922,-87.0
1923,-125.0
1924,-110.0
1925,-170.0
1926,-117.0
1927,-158.0
1928,-104.0
1929,-111.0
1930,-113.0
1931,-160.0
1932,-171.0
1933,-111.0
1934,-101.0
1935,-168.0
1936,-115.0
1937,-195.0
1938,-183.0
1939,-168.0
1940,-108.0
1941,-99.0
1942,-109.0
1943,-110.0
1944,-124.0
1945,-114.0
1946,-111.0
1947,-187.0
1948,-117.0
1949,-101.0
1950,-200.0
1951,-111.0
1952,-200.0
1953,-104.0
1954,-108.0
1955,-156.0
1956,-200.0
1957,-126.0
1958,-117.0
1959,-110.0
1960,-107.0
1961,-155.0
1962,-115.0
1963,-189.0
1964,-200.0
1965,-98.0
1966,-99.0
1967,-193.0
1968,-109.0
1969,-115.0
1970,-109.0
1971,-116.0
1972,-111.0
1973,-161.0
1974,-174.0
1975,-85.0
1976,-85.0
1977,-200.0
1978,-186.0
1979,-119.0
1980,-101.0
1981,-106.0
1982,-185.0
1983,-112.0
1984,-86.0
1985,-112.0
1986,-113.0
1987,-108.0
1988,-100.0
1989,-189.0
1990,-180.0
1991,-113.0
1992,-109.0
1993,-107.0
1994,-114.0
1995,-156.0
1996,-174.0
1997,-109.0
1998,-114.0
1999,-104.0
2000,-108.0
2001,-163.0
2002,-120.0
2003,-111.0
2004,-86.0
2005,-111.0
2006,-111.0
2007,-185.0
2008,-113.0
2009,-106.0
2010,-118.0
2011,-109.0
2012,-112.0
2013,-200.0
2014,-153.0
2015,-97.0
2016,-85.0
2017,-111.0
2018,-110.0
2019,-83.0
2020,-108.0
2021,-94.0
2022,-129.0
2023,-116.0
2024,-192.0
2025,-106.0
2026,-200.0
2027,-105.0
2028,-107.0
2029,-114.0
2030,-85.0
2031,-200.0
2032,-86.0
2033,-107.0
2034,-105.0
2035,-123.0
2036,-85.0
2037,-109.0
2038,-111.0
2039,-105.0
2040,-109.0
2041,-111.0
2042,-112.0
2043,-126.0
2044,-200.0
2045,-113.0
2046,-175.0
2047,-118.0
2048,-117.0
2049,-107.0
2050,-107.0
2051,-109.0
2052,-85.0
2053,-198.0
2054,-86.0
2055,-200.0
2056,-106.0
2057,-166.0
2058,-111.0
2059,-117.0
2060,-105.0
2061,-106.0
2062,-85.0
2063,-102.0
2064,-170.0
2065,-163.0
2066,-113.0
2067,-107.0
2068,-121.0
2069,-108.0
2070,-167.0
2071,-185.0
2072,-106.0
2073,-99.0
2074,-108.0
2075,-98.0
2076,-106.0
2077,-133.0
2078,-107.0
2079,-197.0
2080,-109.0
2081,-195.0
2082,-182.0
2083,-111.0
2084,-118.0
2085,-177.0
2086,-152.0
2087,-164.0
2088,-108.0
2089,-86.0
2090,-186.0
2091,-200.0
2092,-107.0
2093,-101.0
2094,-116.0
2095,-113.0
2096,-110.0
2097,-110.0
2098,-107.0
2099,-107.0
2100,-108.0
2101,-125.0
2102,-174.0
2103,-136.0
2104,-110.0
2105,-109.0
2106,-107.0
2107,-124.0
2108,-197.0
2109,-87.0
2110,-102.0
2111,-83.0
2112,-174.0
2113,-107.0
2114,-113.0
2115,-92.0
2116,-104.0
2117,-156.0
2118,-108.0
2119,-108.0
2120,-159.0
2121,-157.0
2122,-153.0
2123,-114.0
2124,-181.0
2125,-115.0
2126,-89.0
2127,-108.0
2128,-90.0
2129,-200.0
2130,-174.0
2131,-109.0
2132,-95.0
2133,-85.0
2134,-107.0
2135,-108.0
2136,-105.0
2137,-177.0
2138,-124.0
2139,-178.0
2140,-200.0
2141,-92.0
2142,-111.0
2143,-108.0
2144,-90.0
2145,-183.0
2146,-110.0
2147,-187.0
2148,-114.0
2149,-108.0
2150,-108.0
2151,-193.0
2152,-120.0
2153,-131.0
2154,-162.0
2155,-195.0
2156,-105.0
2157,-133.0
2158,-90.0
2159,-94.0
2160,-92.0
2161,-94.0
2162,-200.0
2163,-90.0
2164,-110.0
2165,-147.0
2166,-175.0
2167,-89.0
2168,-107.0
2169,-148.0
2170,-91.0
2171,-88.0
2172,-87.0
2173,-106.0
2174,-90.0
2175,-172.0
2176,-174.0
2177,-105.0
2178,-144.0
2179,-164.0
2180,-168.0
2181,-109.0
2182,-114.0
2183,-94.0
2184,-105.0
2185,-123.0
2186,-138.0
2187,-93.0
2188,-106.0
2189,-84.0
2190,-86.0
2191,-124.0
2192,-112.0
2193,-106.0
2194,-108.0
2195,-172.0
2196,-185.0
2197,-139.0
2198,-95.0
2199,-152.0
2200,-168.0
2201,-88.0
2202,-200.0
2203,-149.0
2204,-182.0
2205,-154.0
2206,-186.0
2207,-87.0
2208,-131.0
2209,-173.0
2210,-87.0
2211,-112.0
2212,-179.0
2213,-189.0
2214,-110.0
2215,-102.0
2216,-147.0
2217,-116.0
2218,-184.0
2219,-121.0
2220,-98.0
2221,-148.0
2222,-111.0
2223,-90.0
2224,-109.0
2225,-188.0
2226,-183.0
2227,-162.0
2228,-111.0
2229,-109.0
2230,-183.0
2231,-92.0
2232,-161.0
2233,-92.0
2234,-85.0
2235,-110.0
2236,-84.0
2237,-91.0
2238,-159.0
2239,-111.0
2240,-106.0
2241,-111.0
2242,-91.0
2243,-131.0
2244,-200.0
2245,-108.0
2246,-200.0
2247,-108.0
2248,-179.0
2249,-142.0
2250,-112.0
2251,-106.0
2252,-108.0
2253,-88.0
2254,-174.0
2255,-108.0
2256,-175.0
2257,-172.0
2258,-192.0
2259,-84.0
2260,-159.0
2261,-141.0
2262,-105.0
2263,-152.0
2264,-108.0
2265,-84.0
2266,-106.0
2267,-87.0
2268,-89.0
2269,-93.0
2270,-137.0
2271,-176.0
2272,-105.0
2273,-181.0
2274,-112.0
2275,-133.0
2276,-86.0
2277,-161.0
2278,-86.0
2279,-200.0
2280,-106.0
2281,-193.0
2282,-200.0
2283,-200.0
2284,-86.0
2285,-86.0
2286,-96.0
2287,-84.0
2288,-104.0
2289,-153.0
2290,-86.0
2291,-106.0
2292,-111.0
2293,-89.0
2294,-90.0
2295,-107.0
2296,-95.0
2297,-122.0
2298,-150.0
2299,-163.0
2300,-147.0
2301,-200.0
2302,-159.0
2303,-98.0
2304,-109.0
2305,-182.0
2306,-105.0
2307,-191.0
2308,-166.0
2309,-91.0
2310,-119.0
2311,-100.0
2312,-153.0
2313,-120.0
2314,-105.0
2315,-174.0
2316,-177.0
2317,-87.0
2318,-106.0
2319,-170.0
2320,-89.0
2321,-106.0
2322,-173.0
2323,-157.0
2324,-99.0
2325,-112.0
2326,-200.0
2327,-89.0
2328,-106.0
2329,-105.0
2330,-108.0
2331,-87.0
2332,-161.0
2333,-105.0
2334,-105.0
2335,-164.0
2336,-108.0
2337,-107.0
2338,-109.0
2339,-106.0
2340,-103.0
2341,-191.0
2342,-106.0
2343,-123.0
2344,-105.0
2345,-105.0
2346,-106.0
2347,-96.0
2348,-161.0
2349,-105.0
2350,-88.0
2351,-147.0
2352,-109.0
2353,-200.0
2354,-130.0
2355,-95.0
2356,-104.0
2357,-96.0
2358,-156.0
2359,-173.0
2360,-105.0
2361,-104.0
2362,-104.0
2363,-200.0
2364,-113.0
2365,-106.0
2366,-92.0
2367,-108.0
2368,-179.0
2369,-109.0
2370,-94.0
2371,-143.0
2372,-124.0
2373,-86.0
2374,-105.0
2375,-145.0
2376,-200.0
2377,-103.0
2378,-187.0
2379,-103.0
2380,-113.0
2381,-110.0
2382,-200.0
2383,-147.0
2384,-84.0
2385,-146.0
2386,-200.0
2387,-85.0
2388,-87.0
2389,-105.0
2390,-115.0
2391,-198.0
2392,-200.0
2393,-104.0
2394,-115.0
2395,-103.0
2396,-109.0
2397,-109.0
2398,-105.0
2399,-163.0
2400,-90.0
2401,-148.0
2402,-178.0
2403,-112.0
2404,-111.0
2405,-189.0
2406,-103.0
2407,-112.0
2408,-173.0
2409,-145.0
2410,-112.0
2411,-104.0
2412,-90.0
2413,-154.0
2414,-107.0
2415,-116.0
2416,-111.0
2417,-89.0
2418,-105.0
2419,-116.0
2420,-171.0
2421,-129.0
2422,-109.0
2423,-172.0
2424,-99.0
2425,-174.0
2426,-166.0
2427,-108.0
2428,-182.0
2429,-126.0
2430,-86.0
2431,-200.0
2432,-128.0
2433,-127.0
2434,-88.0
2435,-188.0
2436,-103.0
2437,-200.0
2438,-172.0
2439,-99.0
2440,-85.0
2441,-87.0
2442,-167.0
2443,-182.0
2444,-185.0
2445,-105.0
2446,-106.0
2447,-161.0
2448,-200.0
2449,-195.0
2450,-108.0
2451,-122.0
2452,-88.0
2453,-137.0
2454,-155.0
2455,-107.0
2456,-200.0
2457,-86.0
2458,-109.0
2459,-101.0
2460,-146.0
2461,-148.0
2462,-137.0
2463,-107.0
2464,-132.0
2465,-116.0
2466,-105.0
2467,-131.0
2468,-109.0
2469,-200.0
2470,-111.0
2471,-200.0
2472,-149.0
2473,-156.0
2474,-200.0
2475,-102.0
2476,-124.0
2477,-118.0
2478,-86.0
2479,-200.0
2480,-124.0
2481,-91.0
2482,-85.0
2483,-105.0
2484,-105.0
2485,-116.0
2486,-161.0
2487,-104.0
2488,-164.0
2489,-90.0
2490,-91.0
2491,-192.0
2492,-101.0
2493,-200.0
2494,-131.0
2495,-173.0
2496,-188.0
2497,-163.0
2498,-200.0
2499,-87.0
2500,-103.0
